Filename,RMS,Kurtosis,Peak_to_Peak,Crest_Factor,Skewness,Max_FFT_Peak,Cycle,RUL_Cycles,Health_State
2004.02.13.19.12.39,0.07618282421306082,0.381054399079956,0.793,5.316158215738405,0.001985614560844308,0.03656671863615299,196,787,Normal
2004.02.13.19.22.39,0.07527411495867953,0.4514792731300825,0.874,6.097712862845771,-0.00922798812746794,0.03744320318973029,197,786,Normal
2004.02.13.19.32.39,0.07653573894552466,0.35252962681830136,0.754,5.200184299277999,-0.11389563223107593,0.039823559127408314,198,785,Normal
2004.02.13.19.42.39,0.07660493658109607,0.3462653410221592,0.7030000000000001,4.777759352818587,-0.0033497670248490373,0.03825649842065036,199,784,Normal
2004.02.13.19.52.39,0.07864126887278634,0.3624940923308948,0.791,5.149967114028578,0.004950696919003293,0.04111611269401952,200,783,Normal
2004.02.13.20.02.39,0.07702684539892164,0.5425193663094023,0.845,5.738258399760507,-0.019713770351828,0.036521622006941284,201,782,Normal
2004.02.13.20.12.39,0.07654619086497708,0.5200155088401144,0.833,5.774290493915715,-0.019903944163037667,0.042450585721425106,202,781,Normal
2004.02.13.20.22.39,0.07741179487861087,0.43190081038293116,0.7030000000000001,4.727961072266989,0.0506572152330478,0.03137013369210802,203,780,Normal
2004.02.13.20.32.39,0.07589032163569179,0.5098311593414597,0.847,6.206324176589646,-0.010439030765608785,0.03529746214461749,204,779,Normal
2004.02.13.20.42.39,0.07564360372930583,0.42220488142617585,0.903,6.609943329641458,-0.0455640312698098,0.03458744554867184,205,778,Normal
2004.02.13.20.52.39,0.07589364120524608,0.3855004562475095,0.74,4.888419440997391,0.007241652539189064,0.039539730755494704,206,777,Normal
2004.02.13.21.02.39,0.07722140418091265,0.35013309394085246,0.742,4.804366818908927,-0.017889749662760898,0.039115268948972194,207,776,Normal
2004.02.13.21.12.39,0.07669429791080462,0.3974503405974863,0.733,4.876502705193735,-0.011486986147813074,0.040553400397444414,208,775,Normal
2004.02.13.21.22.39,0.07669445070884366,0.4542567805615856,0.869,6.714956924400346,0.019394003539227038,0.03647703404023692,209,774,Normal
2004.02.13.21.32.39,0.0764435019107249,0.4621422075469619,0.735,5.010235537677669,-0.002604927523746169,0.04153751568372954,210,773,Normal
2004.02.13.21.42.39,0.07806299602024157,0.3311462198582431,0.7150000000000001,4.816622100134141,-0.007461671043633221,0.031708647007509076,211,772,Normal
2004.02.13.21.52.39,0.07733820308392225,0.42701086599625615,0.73,5.0169248102353805,-0.012023860933513906,0.037536929042989525,212,771,Normal
2004.02.13.22.02.39,0.07694966711774165,0.320109256981544,0.747,4.912301313774424,0.022963086515134054,0.03264055818476132,213,770,Normal
2004.02.13.22.12.39,0.07891612654772709,0.5186211330341539,0.8029999999999999,5.195388648455176,0.020848390760588757,0.029433593167857326,214,769,Normal
2004.02.13.22.22.39,0.07747811939105775,0.4064589681713531,0.728,4.917516762400999,0.017843254212914873,0.04211740131058661,215,768,Normal
2004.02.13.22.32.39,0.07688436331443231,0.4088430650331287,0.749,4.916473708566262,0.00214522628730286,0.041016384549977865,216,767,Normal
2004.02.13.22.42.39,0.07743250463104949,0.21209746554701248,0.642,4.15845980896095,-0.02601352698438021,0.041758147868161226,217,766,Normal
2004.02.13.22.52.39,0.07765237980798624,0.4663598030208287,0.8009999999999999,5.692033446658226,-0.031461210931340404,0.04060969247138316,218,765,Normal
2004.02.13.23.02.39,0.0784514380046663,0.3903152250695121,0.713,4.576078697472183,-0.012433715907308976,0.03978147805378737,219,764,Normal
2004.02.13.23.12.39,0.07746541157338786,0.39815988514681777,0.916,5.9252243217338005,-0.00027567020009534594,0.028812931518697873,220,763,Normal
2004.02.13.23.22.39,0.07702369416543603,0.3219624132001542,0.796,5.297070615088488,-0.00033013657832887163,0.03732763117420366,221,762,Normal
2004.02.13.23.32.39,0.07602763394350028,0.3787525414114188,0.679,4.7877322131737445,-0.013967775473019093,0.04085675838957851,222,761,Normal
2004.02.13.23.42.39,0.07740210771869765,0.3420917702434818,0.728,4.767311423455569,-0.004966223100446778,0.031688368987224644,223,760,Normal
2004.02.13.23.52.39,0.07756348867470199,0.4734358466541311,0.754,5.22152825646188,0.013195322849001004,0.04124770320226476,224,759,Normal
2004.02.14.00.02.39,0.0770032787070825,0.447202651604071,0.743,4.856935415092223,-0.013107538257795601,0.0351464797434314,225,758,Normal
2004.02.14.00.12.39,0.07633698995347046,0.4471539298962406,0.733,5.056525672154759,0.015299675732331139,0.038542016796794504,226,757,Normal
2004.02.14.00.22.39,0.07642125683403637,0.5469289750901192,0.845,5.980010786689316,0.014747629489465723,0.03770439183744009,227,756,Normal
2004.02.14.00.32.39,0.07821621550028804,0.40368368534336563,0.782,5.561505905170509,-0.007929516634509222,0.041254494135871275,228,755,Normal
2004.02.14.00.42.39,0.0776202063611459,0.3791111272392764,0.73,4.998697738675976,0.02530935298304422,0.03740710571763919,229,754,Normal
2004.02.14.00.52.39,0.07717074242436783,0.3713008615841109,0.84,5.442476415033354,0.026650007404279006,0.03966573505199671,230,753,Normal
2004.02.14.01.02.39,0.07785537630209377,0.5050743337064105,0.8300000000000001,5.702880957743825,0.016957315233763728,0.041311852834374704,231,752,Normal
2004.02.14.01.12.39,0.07614514595135481,0.3286110755448455,0.7110000000000001,5.292523141688171,0.009797629611827658,0.042743091871811974,232,751,Normal
2004.02.14.01.22.39,0.07811579383257748,0.42558587856816343,0.784,5.312625354140286,0.013796722577398045,0.04079652557773372,233,750,Normal
2004.02.14.01.32.39,0.07646615334526692,0.35054667928770566,0.737,5.427237118281384,0.002853774547271935,0.04313258240978563,234,749,Normal
2004.02.14.01.42.39,0.077847334070442,0.30035065706366915,0.725,4.855656985008478,0.013826116677970833,0.03955537552967306,235,748,Normal
2004.02.14.01.52.39,0.07809616123978583,0.2668683879683278,0.735,4.788967167822781,-0.043063585681593075,0.04280368352775294,236,747,Normal
2004.02.14.02.02.39,0.07853328688166249,0.3653585893301865,0.659,4.227506206702014,-0.01848502155500414,0.041749740465404944,237,746,Normal
2004.02.14.02.12.39,0.07740059716440338,0.5063321280777151,0.878,6.744133142150187,-0.002135518204121673,0.04186531045320235,238,745,Normal
2004.02.14.02.22.39,0.0770826017349854,0.44447058511821647,0.8300000000000001,5.8638386767952655,-0.014553599588714976,0.04029270266648454,239,744,Normal
2004.02.14.02.32.39,0.07785435307655411,0.39565238708172235,0.749,5.33046554618822,0.004598495188358314,0.04049419087145828,240,743,Normal
2004.02.14.02.42.39,0.07619507050676737,0.371201721911139,0.742,5.157813304824781,-0.010028938759595853,0.042420843467673434,241,742,Normal
2004.02.14.02.52.39,0.07689889872423401,0.30749474025222057,0.796,5.812826312047936,-0.03422241407165612,0.03586994012172812,242,741,Normal
2004.02.14.03.02.39,0.07566271754418999,0.48816477088484156,0.755,5.035504433506989,0.017446655042237306,0.041893810047823325,243,740,Normal
2004.02.14.03.12.39,0.07709097519834116,0.47452227231467026,0.779,5.13678738157469,0.011662416730180779,0.04075630043364957,244,739,Normal
2004.02.14.03.22.39,0.07812214182271728,0.46552930585791374,0.823,5.593803931459605,0.04079065620665987,0.027592444403523222,245,738,Normal
2004.02.14.03.32.39,0.07616692644182087,0.5528697268991065,0.774,5.317267818817343,-0.0182213176489012,0.0391055255840447,246,737,Normal
2004.02.14.03.42.39,0.07731350987113282,0.4825257504421647,0.755,5.212542394547883,0.0018541488833849179,0.03642215448398074,247,736,Normal
2004.02.14.03.52.39,0.07587677323658983,0.2798720451744803,0.767,5.087195101516381,-0.013675445464357082,0.03956784426436233,248,735,Normal
2004.02.14.04.02.39,0.0762042431228201,0.3237082059057306,0.71,5.314663990568249,0.0039008739432069696,0.04223196526888804,249,734,Normal
2004.02.14.04.12.39,0.07576237683798354,0.3518243628605009,0.659,4.58010913439215,-0.015463087013837019,0.03909759296544951,250,733,Normal
2004.02.14.04.22.39,0.07609244608739096,0.40188111728737264,0.76,5.072776196850385,-0.009484184428140552,0.04244764203931537,251,732,Normal
2004.02.14.04.32.39,0.0786182224572888,0.4397530049606644,0.754,4.808045006676503,-0.011792016241481278,0.04075346289900545,252,731,Normal
2004.02.14.04.42.39,0.0765472363611597,0.30756512844638406,0.764,5.0034458221130125,0.006006435189638747,0.04285191994450563,253,730,Normal
2004.02.14.04.52.39,0.07655005415423052,0.42756084971696895,0.782,5.173085148591808,0.016289366068361223,0.03618940861204636,254,729,Normal
2004.02.14.05.02.39,0.07695157390568759,0.47217074075070053,0.7809999999999999,5.393001403436048,-0.008608442494671532,0.03517312360037358,255,728,Normal
2004.02.14.05.12.39,0.07666247331291318,0.4292422492209682,0.762,5.100278299152609,0.043096600129636,0.039634766860352645,256,727,Normal
2004.02.14.05.22.39,0.07718117604407745,0.3573263428988387,0.771,5.247392800736547,-0.013051133842295134,0.04322686901507378,257,726,Normal
2004.02.14.05.32.39,0.0754853262075236,0.38032259689892367,0.757,5.6302325902291,0.012460128095724108,0.04138534766909459,258,725,Normal
2004.02.14.05.42.39,0.07848934759282226,0.4162216058917836,0.708,4.790458369535498,0.015718867567383735,0.042133606367979026,259,724,Normal
2004.02.14.05.52.39,0.07744872989093332,0.4381933427723923,0.8109999999999999,5.487500514514548,0.01531435239691362,0.041087524863775336,260,723,Normal
2004.02.14.06.02.39,0.0774396340631083,0.4181568338101229,0.81,5.668931014742829,0.002453485723501752,0.039992186650199164,261,722,Normal
2004.02.14.06.12.39,0.07724679940022192,0.3107750326515637,0.7829999999999999,5.463008806144784,-0.002774610928886724,0.04212233213188612,262,721,Normal
2004.02.14.06.22.39,0.07564605885770338,0.30545519863093284,0.732,4.904418770232227,-0.007118658398940654,0.0331310081769932,263,720,Normal
2004.02.14.06.32.39,0.07614973556462623,0.4668559319086989,0.737,4.937639610113982,0.02499848784159926,0.029362483982641498,264,719,Normal
2004.02.14.06.42.39,0.07858716579030653,0.3615217429430806,0.872,5.815198159295216,0.022073842785162816,0.03947531537567936,265,718,Normal
2004.02.14.06.52.39,0.07790162973915003,0.3905431033629876,0.703,4.569865296700419,-0.007769181062772976,0.03934385701163919,266,717,Normal
2004.02.14.07.02.39,0.0777059461206155,0.417840869010627,0.784,5.121872503340964,-0.00243988421630916,0.03584109863757432,267,716,Normal
2004.02.14.07.12.39,0.07785898335492507,0.2996620795127183,0.7789999999999999,5.587023171710241,0.037770690019256384,0.03886818297313141,268,715,Normal
2004.02.14.07.22.39,0.07571334102894697,0.3175699833688572,0.7030000000000001,5.322707217726022,0.03257407559368675,0.042336891456272806,269,714,Normal
2004.02.14.07.32.39,0.07639177457459834,0.48682290406817463,0.8180000000000001,5.851414553138162,-0.009018879388756671,0.0365880224870759,270,713,Normal
2004.02.14.07.42.39,0.0773621114568527,0.40520456329289845,0.838,5.493644589840209,-0.03941316211408001,0.03224820435496932,271,712,Normal
2004.02.14.07.52.39,0.07842339670271,0.493499202297464,0.73,4.819989540022595,-0.023451278164833195,0.03919696636003408,272,711,Normal
2004.02.14.08.02.39,0.07628107301034363,0.42510223709032724,0.8180000000000001,5.571499292195032,0.02287493329908281,0.041634215738847555,273,710,Normal
2004.02.14.08.12.39,0.0782240275511823,0.4252786985695489,0.696,4.65330110021275,-0.015014301055600645,0.04071540356721879,274,709,Normal
2004.02.14.08.22.39,0.07825938535718496,0.5410550470181565,0.874,5.6095501121156515,0.005061880309519203,0.041185783019813606,275,708,Normal
2004.02.14.08.32.39,0.07883279811470445,0.4923650099388044,0.833,5.949299678854378,0.041053543909913746,0.04294766842146476,276,707,Normal
2004.02.14.08.42.39,0.07697529154093864,0.501785914417268,0.817,5.703128032132771,-0.02516474763827894,0.04121647696893078,277,706,Normal
2004.02.14.08.52.39,0.07868750124106433,0.49549582131231773,0.808,5.896742604789034,0.04582439095832844,0.03908454604543463,278,705,Normal
2004.02.14.09.02.39,0.07629050409864258,0.39152787018717783,0.794,5.347978117862224,0.044422442062754086,0.03946115305923384,279,704,Normal
2004.02.14.09.12.39,0.07758280543534599,0.35162553099311156,0.679,4.498418857857006,0.02524597953447347,0.041067131963948456,280,703,Normal
2004.02.14.09.22.39,0.07689642263755268,0.2979657430445224,0.717,4.694626104458638,-0.009943743331340791,0.041054932090576444,281,702,Normal
2004.02.14.09.32.39,0.07679911555734627,0.39614492845074434,0.6759999999999999,4.635469445992235,0.015213985845703692,0.031512955183337264,282,701,Normal
2004.02.14.09.42.39,0.07762733365050935,0.43956678433765495,0.8160000000000001,5.693869958889156,-0.06274782329618075,0.03958365901874497,283,700,Normal
2004.02.14.09.52.39,0.07806387515051776,0.40586676946250355,0.681,4.470697292699187,0.03858251129618121,0.041819441071928955,284,699,Normal
2004.02.14.10.02.39,0.0761460433763633,0.3883496712947254,0.7030000000000001,4.806552457695871,-0.037739928684967367,0.04103458327207296,285,698,Normal
2004.02.14.10.12.39,0.07774952930173035,0.566700093050676,0.781,5.1833104558476935,0.052025314021855514,0.03131425984931277,286,697,Normal
2004.02.14.10.22.39,0.07605541128636081,0.41783615697612975,0.727,5.482843865001134,0.05918807605549478,0.03810559309067294,287,696,Normal
2004.02.14.10.32.39,0.07691889784508826,0.3496762549842871,0.7,4.6932543650650915,0.04022120060803046,0.043831078178951294,288,695,Normal
2004.02.14.10.42.39,0.07625929630830264,0.38217869789731385,0.749,5.53375083552334,0.029506456655548866,0.03263796592731105,289,694,Normal
2004.02.14.10.52.39,0.07750343899879944,0.5782366156865968,0.755,5.199768593604689,0.04665369335363617,0.03465004114583504,290,693,Normal
2004.02.14.11.02.39,0.07689420523568812,0.5470773142021708,0.7689999999999999,5.371015215307362,0.012776494449708221,0.04047656749328247,291,692,Normal
2004.02.14.11.12.39,0.0776544869015146,0.3311799985725137,0.7230000000000001,4.906348185903564,0.0039103687606207495,0.04337919983484703,292,691,Normal
2004.02.14.11.22.39,0.07698864186724234,0.4282343784664375,0.835,5.8320283458690305,-0.008255556087311546,0.04024550597981341,293,690,Normal
2004.02.14.11.32.39,0.07813684441464298,0.5572219183026554,0.827,5.682337781910935,0.017624769244197612,0.027447843333168145,294,689,Normal
2004.02.14.11.42.39,0.07653528310881769,0.44631979377065445,0.7689999999999999,5.422335018825289,-0.0024098928296286846,0.03625501053941082,295,688,Normal
2004.02.14.11.52.39,0.07844825685702805,0.4749347955380534,0.754,5.009670904728111,0.00996175993871427,0.038430296726156415,296,687,Normal
2004.02.14.12.02.39,0.07781413088150346,0.5191691228606832,0.8160000000000001,5.307518599079859,0.02837482754210017,0.03909213617600918,297,686,Normal
2004.02.14.12.12.39,0.07730263111527155,0.3969041106344453,0.6990000000000001,4.773446219641545,0.00040346130014566454,0.043040805764588776,298,685,Normal
2004.02.14.12.22.39,0.0781221315098393,0.44814243720393154,0.765,5.068985467457069,0.027244951788175684,0.02959693161801369,299,684,Normal
2004.02.14.12.32.39,0.07923294929450911,0.35898690771115227,0.776,5.452276474923206,0.0017911149536530406,0.04199737322427392,300,683,Normal
2004.02.14.12.42.39,0.07538111630449963,0.5001967130650411,0.825,6.022727733810737,-0.03803265590001688,0.040493746835721676,301,682,Normal
2004.02.14.12.52.39,0.07695273730866807,0.3559125944069117,0.708,5.107030141804072,0.01065491506883244,0.04236927041901464,302,681,Normal
2004.02.14.13.02.39,0.07620697076106703,0.5239826539737651,0.823,5.891848693071268,-0.016744396743816784,0.042051907027895186,303,680,Normal
2004.02.14.13.12.39,0.07855317354645037,0.36186418762455075,0.705,4.531961454999322,-0.00661337254808914,0.031747418525785366,304,679,Normal
2004.02.14.13.22.39,0.07703774503551003,0.39812301791803595,0.749,5.477833561030978,-0.013292743712402078,0.03000826631973166,305,678,Normal
2004.02.14.13.32.39,0.07783553311209315,0.43199784236532235,0.742,4.856393170606282,-0.021218987564437602,0.02855478148365101,306,677,Normal
2004.02.14.13.42.39,0.07702249886903989,0.4120063063697388,0.749,4.97257237687763,0.022712327749459752,0.03349671267785804,307,676,Normal
2004.02.14.13.52.39,0.07605641216906862,0.42089091311293725,0.747,5.035735169721963,-0.004630215313991656,0.040590237869807436,308,675,Normal
2004.02.14.14.02.39,0.07764319967053215,0.4177640583898037,0.7030000000000001,4.868423157723501,0.029726571727968044,0.03617978574026139,309,674,Normal
2004.02.14.14.12.39,0.07824552016429599,0.462614995853301,0.794,5.214355365006823,-0.03463171135934789,0.034701118295544,310,673,Normal
2004.02.14.14.22.39,0.07848323274601796,0.3663784441404645,0.7909999999999999,5.313236117797357,-0.035275988279585904,0.0401849941204731,311,672,Normal
2004.02.14.14.32.39,0.07779132524390574,0.29535701365171985,0.732,4.769168684876952,0.001633344081321186,0.04172988066526237,312,671,Normal
2004.02.14.14.42.39,0.07653336531121165,0.35526277295406405,0.7030000000000001,4.847558316765508,-0.0059417829259852855,0.03870451105053157,313,670,Normal
2004.02.14.14.52.39,0.07771954820910969,0.4379526468945034,0.7929999999999999,5.339711258823868,-0.054202700195404484,0.03368545029973865,314,669,Normal
2004.02.14.15.02.39,0.07693467481866109,0.4162375296755685,0.696,4.666295843626071,0.025370708024740472,0.041392293750461634,315,668,Normal
2004.02.14.15.12.39,0.07840756556538804,0.44322064491886604,0.808,5.573441046338228,-0.05459562201458002,0.029588129160545647,316,667,Normal
2004.02.14.15.22.39,0.0763741992465183,0.3836154471369735,0.715,4.792193642472116,-0.01075140638942533,0.04104862291911958,317,666,Normal
2004.02.14.15.32.39,0.07685433411249491,0.3601853709222538,0.767,5.178627240867879,-0.04024629297438456,0.031029913893350986,318,665,Normal
2004.02.14.15.42.39,0.07689268883127397,0.47939329223455873,0.737,5.111018418827539,-0.011281579773307963,0.03558859332602553,319,664,Normal
2004.02.14.15.52.39,0.07817967180785793,0.4221871397231123,0.759,5.5257323899287,0.014268408983468239,0.02778368853862885,320,663,Normal
2004.02.14.16.02.39,0.07825966082036613,0.47184744365062325,0.7709999999999999,5.328414950238723,-0.016259259081809523,0.03527960726629927,321,662,Normal
2004.02.14.16.12.39,0.07600318789572251,0.30438619570478,0.774,5.262936443132378,-0.024944061975606894,0.039886528244744146,322,661,Normal
2004.02.14.16.22.39,0.0775694166814272,0.272213678600965,0.735,4.821487227641822,0.015394699434514207,0.041586949382478575,323,660,Normal
2004.02.14.16.32.39,0.07732922906617361,0.2258166101647494,0.761,4.952848426094716,-0.02362288311900288,0.03501125741600815,324,659,Normal
2004.02.14.16.42.39,0.07651370160437361,0.4724327312404091,0.777,5.110195176803448,0.004941477534774766,0.03672205558284017,325,658,Normal
2004.02.14.16.52.39,0.07876241407609184,0.6552318596666904,0.888,5.853044842228714,-0.00041176816038153717,0.04193496725491727,326,657,Normal
2004.02.14.17.02.39,0.07563445673052643,0.2940289000270888,0.742,4.99772149312236,-0.014845114149992634,0.04167938752049107,327,656,Normal
2004.02.14.17.12.39,0.07764984159926294,0.3089038176237886,0.701,4.558926935584256,0.052089528309713126,0.02700264990180634,328,655,Normal
2004.02.14.17.22.39,0.07831222347566902,0.4207031177532925,0.796,5.388685538270493,0.05771399812147968,0.03187236699250713,329,654,Normal
2004.02.14.17.32.39,0.077487861007487,0.4261150547702037,0.783,5.162098207103295,-0.01518032024507904,0.030136887705110013,330,653,Normal
2004.02.14.17.42.39,0.0766385636190668,0.41426243038844524,0.755,5.2584485980012845,0.044389857442305426,0.039411248294852194,331,652,Normal
2004.02.14.17.52.39,0.07512177873709461,0.4322386192221237,0.74,4.97858219682303,0.0053971070769729314,0.034160133528288596,332,651,Normal
2004.02.14.18.02.39,0.0750074140215694,0.264094651949371,0.703,4.719532827819851,0.005284190432349757,0.04349916380945082,333,650,Normal
2004.02.14.18.12.39,0.07638231571703541,0.332808431759835,0.713,4.726224249014806,0.0034653848290839948,0.03809112688040545,334,649,Normal
2004.02.14.18.22.39,0.07788027921511965,0.3784283215736437,0.718,4.673839859461297,-0.052990636716203465,0.042444537449256574,335,648,Normal
2004.02.14.18.32.39,0.07527439096762507,0.43813676578415883,0.794,5.287322049512911,0.014947210797409044,0.035172647247252053,336,647,Normal
2004.02.14.18.42.39,0.07918299858950152,0.41325990616012565,0.752,4.773751423864401,0.011272075494800112,0.041942095904413446,337,646,Normal
2004.02.14.18.52.39,0.07800711324486297,0.34814837459687187,0.74,4.884169344433428,0.021013061212255775,0.039493186666485845,338,645,Normal
2004.02.14.19.02.39,0.07825582203031686,0.3212339905021637,0.73,4.868646720827119,0.0019217993073334608,0.03940785578056278,339,644,Normal
2004.02.14.19.12.39,0.07756201211067341,0.5701837051718384,0.796,5.47948581579741,0.0388834536970139,0.038749967721560225,340,643,Normal
2004.02.14.19.22.39,0.0768954961879067,0.36326545631774865,0.73,4.889752582955664,0.05536950284268488,0.028419376305146068,341,642,Normal
2004.02.14.19.32.39,0.07675198204637372,0.3774049694681145,0.786,5.2115911175089655,0.014011684004366842,0.04054924131412631,342,641,Normal
2004.02.14.19.42.39,0.07706073123730481,0.33766053420515485,0.73,5.073919530515993,0.03782793004877168,0.040427454949660865,343,640,Normal
2004.02.14.19.52.39,0.07648439894024141,0.40368314859793664,0.723,4.8245126701352445,0.009556589048265108,0.03832815829628404,344,639,Normal
2004.02.14.20.02.39,0.07804829515724943,0.49550169457822246,0.8400000000000001,5.816910425989318,0.039552440455765454,0.03458276454106872,345,638,Normal
2004.02.14.20.12.39,0.07650581224090511,0.32143393913664564,0.6890000000000001,4.600957021174231,0.003097700371138607,0.030187924236829807,346,637,Normal
2004.02.14.20.22.39,0.07870505320746962,0.5518785151478065,0.883,5.857310587309816,-0.04094556048867035,0.03050662446978991,347,636,Normal
2004.02.14.20.32.39,0.07722064160724369,0.42249302572013914,0.764,5.024562625726453,-0.019125658602111035,0.041387435347790665,348,635,Normal
2004.02.14.20.42.39,0.07668115900587559,0.30615492979033476,0.788,5.346814678432775,0.030253716776114506,0.04138805397876165,349,634,Normal
2004.02.14.20.52.39,0.07560518496862914,0.389790037405521,0.742,5.198055506146998,0.0035128804980339014,0.0391064134433867,350,633,Normal
2004.02.14.21.02.39,0.07643147398057785,0.27409504741691926,0.718,4.7886025619102845,-0.012521961375462319,0.03897207246544264,351,632,Normal
2004.02.14.21.12.39,0.07738588467210525,0.46867986441406906,0.708,4.768310834468014,0.02010200789954984,0.04207586449573367,352,631,Normal
2004.02.14.21.22.39,0.07673222832214148,0.4150533719613865,0.891,6.802877270548412,-0.017336723568894156,0.04154295180669334,353,630,Normal
2004.02.14.21.32.39,0.07787403565815439,0.5209914178339541,0.81,5.76572073795917,-0.023116085785980855,0.039138407336959474,354,629,Normal
2004.02.14.21.42.39,0.07610197914948566,0.46806435398399415,0.8300000000000001,6.031379798738181,-0.011006075117471512,0.04143946199976527,355,628,Normal
2004.02.14.21.52.39,0.07844877284532563,0.39247062477379524,0.76,4.984143613431445,-0.018447182450738904,0.03390292270304778,356,627,Normal
2004.02.14.22.02.39,0.07838618964181446,0.4702673332381755,0.732,4.822277412698537,0.011830659019398513,0.03987645268577227,357,626,Normal
2004.02.14.22.12.39,0.07640125207324402,0.4155701252808761,0.75,5.1831604512025535,0.041866116457415656,0.040842217705568534,358,625,Normal
2004.02.14.22.22.39,0.07758806582835001,0.41610777262515786,0.7250000000000001,5.129654212336766,-0.013632761150585586,0.034539617181638,359,624,Normal
2004.02.14.22.32.39,0.07630787730419367,0.259737428643497,0.749,5.241922088675324,0.027416412410051064,0.04386181426060694,360,623,Normal
2004.02.14.22.42.39,0.07535862403731158,0.46059922045061397,0.744,5.0160144863141305,0.03164755789379751,0.033020250606711404,361,622,Normal
2004.02.14.22.52.39,0.0768473247948489,0.2964954180069941,0.6930000000000001,4.827753636354715,-0.011202151120523635,0.042354010904592634,362,621,Normal
2004.02.14.23.02.39,0.07787287473273749,0.4005970384193849,0.715,4.699967148464129,0.0220041848818913,0.03887675556969799,363,620,Normal
2004.02.14.23.12.39,0.07755523957507239,0.41182245684681895,0.862,6.550169108904268,0.031330426901108856,0.02697041381456743,364,619,Normal
2004.02.14.23.22.39,0.07666440030051432,0.4049766158613508,0.75,5.256676447654049,0.03418190120828427,0.03383608839544277,365,618,Normal
2004.02.14.23.32.39,0.07756505271282776,0.59416197100937,0.857,5.943397502388141,-0.021400401532155847,0.04176893527158904,366,617,Normal
2004.02.14.23.42.39,0.07749496549927856,0.3910969739121195,0.7230000000000001,5.071296525587761,-0.0393762203455962,0.03766135696476485,367,616,Normal
2004.02.14.23.52.39,0.07696251021449096,0.4719871514500311,0.7909999999999999,5.4182217375137975,0.04347241862057142,0.04043566149416941,368,615,Normal
2004.02.15.00.02.39,0.0782745225402637,0.3734058194569596,0.717,4.611972608259333,0.02183247728819558,0.03361312634593144,369,614,Normal
2004.02.15.00.12.39,0.07576478107129493,0.393678130983552,0.745,4.9627273392225515,-0.011643142354171266,0.03396305626078988,370,613,Normal
2004.02.15.00.22.39,0.0749523728985614,0.3035741644560339,0.6910000000000001,4.656289586847793,0.02316076004099789,0.042693969520406966,371,612,Normal
2004.02.15.00.32.39,0.07601210519857182,0.5926312705867858,0.862,5.972732094271864,-0.03757943902430414,0.035462764665260216,372,611,Normal
2004.02.15.00.42.39,0.07784616647443614,0.4691571133496648,0.837,5.613634731867739,0.013646935481141232,0.04078481928289428,373,610,Normal
2004.02.15.00.52.39,0.07777190268764324,0.31991028155765777,0.718,4.808934062122184,0.002222794763459712,0.03386566891522192,374,609,Normal
2004.02.15.01.02.39,0.0760942646286499,0.42323338040355285,0.774,5.138362930826683,0.043605322365242484,0.04259696590063147,375,608,Normal
2004.02.15.01.12.39,0.07791981712241516,0.36960954395167844,0.728,4.889641238569919,0.013746491794007653,0.038052086488334184,376,607,Normal
2004.02.15.01.22.39,0.07685402406917285,0.3818657000263892,0.788,6.063442285678517,0.033342585751388834,0.04327825841765101,377,606,Normal
2004.02.15.01.32.39,0.07674329768933816,0.3646884901407135,0.698,4.834297754037809,-0.0038610033668955977,0.03916038965523796,378,605,Normal
2004.02.15.01.42.39,0.07582986649298382,0.33242199799785155,0.716,4.866155888228855,0.044223570570014324,0.03850131445539242,379,604,Normal
2004.02.15.01.52.39,0.0784444861181699,0.56474034220826,0.869,6.284698409654361,0.011571633412402691,0.028046704413411217,380,603,Normal
2004.02.15.02.02.39,0.07731954482353573,0.25864743757069686,0.725,4.733602008383412,-0.08451365370298389,0.03547472558625771,381,602,Normal
2004.02.15.02.12.39,0.07740247581129915,0.3167613458612375,0.698,4.793127715619719,0.003050668265414388,0.03501456731372754,382,601,Normal
2004.02.15.02.22.39,0.07701573119540255,0.3112997957537118,0.742,4.973009336211689,0.007963625337304037,0.03952676164884805,383,600,Normal
2004.02.15.02.32.39,0.07521198946560981,0.3649192576756848,0.662,4.547146764212502,0.00938821880008867,0.03390279784397134,384,599,Normal
2004.02.15.02.42.39,0.07688848490722212,0.40478293715094704,0.764,5.306385571629607,-0.0199986890378833,0.03399449466823195,385,598,Normal
2004.02.15.02.52.39,0.07637173140254105,0.44490280527972814,0.764,5.211351642516792,0.04533753750649015,0.042493665284513635,386,597,Normal
2004.02.15.03.02.39,0.07586469664650103,0.3650362834636387,0.747,5.022098111778202,-0.004654698555934322,0.039920107703773494,387,596,Normal
2004.02.15.03.12.39,0.075098837218445,0.36803551699047077,0.76,5.206471397126409,-0.009819002282423687,0.04233726376174242,388,595,Normal
2004.02.15.03.22.39,0.07799511327841316,0.42318121122703367,0.847,5.538807836201797,0.010981915915985392,0.04002045223556188,389,594,Normal
2004.02.15.03.32.39,0.07796534561705924,0.267938429937038,0.698,4.566130651010655,0.01803113153939537,0.040136524914291455,390,593,Normal
2004.02.15.03.42.39,0.07798807594904733,0.4842177956348408,0.791,5.128988551678723,0.016961254322180583,0.029039442576474367,391,592,Normal
2004.02.15.03.52.39,0.07783362414069513,0.33710919095959824,0.708,4.830816447813906,0.02623981893326039,0.04299843904484515,392,591,Normal
